Sr. No.,Year ,Location,Row,Range,Rep,UniqueID,HSF,Accn,OriginalAccn,Ecotype,Yield,Notes,Whole Harvest
1736,2022,Tifton,Row5,Rnge8,Rep1,A-4-4-4,Fam_34,FID_136,J308.A,Lowland,1074,,
1737,2022,Tifton,Row5,Rnge9,Rep1,A-4-5-1,Fam_35,FID_137,J003.E,Lowland,698,,
1738,2022,Tifton,Row5,Rnge10,Rep1,A-4-5-6,Fam_35,FID_138,J003.E,Lowland,756,,
1739,2022,Tifton,Row5,Rnge11,Rep1,A-4-5-3,Fam_35,FID_139,J003.E,Lowland,707,,
1740,2022,Tifton,Row5,Rnge12,Rep1,A-4-5-4,Fam_35,FID_140,J003.E,Lowland,1310,,
1741,2022,Tifton,Row5,Rnge13,Rep1,A-4-6-1,Fam_36,FID_141,J317.A,Lowland,1771,,
1742,2022,Tifton,Row5,Rnge14,Rep1,A-4-6-2,Fam_36,FID_142,J317.A,Lowland,436,,
1743,2022,Tifton,Row5,Rnge15,Rep1,A-4-6-3,Fam_36,FID_143,J317.A,Lowland,2219,,
1744,2022,Tifton,Row5,Rnge16,Rep1,A-4-6-4,Fam_36,FID_144,J317.A,Lowland,422,,
1745,2022,Tifton,Row5,Rnge17,Rep1,A-4-7-1,Fam_37,FID_145,J323.A,Lowland,817,,
1746,2022,Tifton,Row5,Rnge18,Rep1,A-4-7-2,Fam_37,FID_146,J323.A,Lowland,1069,,
1747,2022,Tifton,Row5,Rnge19,Rep1,A-4-7-7,Fam_37,FID_147,J323.A,Lowland,1857,,
1748,2022,Tifton,Row5,Rnge20,Rep1,A-4-7-4,Fam_37,FID_148,J323.A,Lowland,2280,,
1749,2022,Tifton,Row5,Rnge21,Rep1,A-4-8-1,Fam_38,FID_149,J498.B,Coastal,1627,,
1750,2022,Tifton,Row5,Rnge22,Rep1,A-4-8-2,Fam_38,FID_150,J498.B,Coastal,1382,,
1751,2022,Tifton,Row5,Rnge23,Rep1,A-4-8-3,Fam_38,FID_151,J498.B,Coastal,2686,,
1752,2022,Tifton,Row5,Rnge24,Rep1,A-4-8-4,Fam_38,FID_152,J498.B,Coastal,64,,
1753,2022,Tifton,Row5,Rnge25,Rep1,A-4-9-1,Fam_39,FID_153,Rambo4,Unknown,1682,,
1754,2022,Tifton,Row5,Rnge26,Rep1,A-4-9-2,Fam_39,FID_154,Rambo4,Unknown,1690,,
1755,2022,Tifton,Row5,Rnge27,Rep1,A-4-9-3,Fam_39,FID_155,Rambo4,Unknown,1088,,
1756,2022,Tifton,Row5,Rnge28,Rep1,A-4-9-4,Fam_39,FID_156,Rambo4,Unknown,1789,,
1757,2022,Tifton,Row5,Rnge29,Rep1,A-4-10-1,Fam_40,FID_157,J215.A,Lowland,2245,,
1758,2022,Tifton,Row5,Rnge30,Rep1,A-4-10-2,Fam_40,FID_158,J215.A,Lowland,1233,,
1759,2022,Tifton,Row5,Rnge31,Rep1,A-4-10-3,Fam_40,FID_159,J215.A,Lowland,1577,,
1760,2022,Tifton,Row5,Rnge32,Rep1,A-4-10-4,Fam_40,FID_160,J215.A,Lowland,568,,
1761,2022,Tifton,Row6,Rnge1,Rep1,A-5-1-1,Fam_41,FID_161,J317.A,Lowland,2530,,
1762,2022,Tifton,Row6,Rnge2,Rep1,A-5-1-2,Fam_41,FID_162,J317.A,Lowland,365,,
1763,2022,Tifton,Row6,Rnge3,Rep1,A-5-1-3,Fam_41,FID_163,J317.A,Lowland,3207,,
1764,2022,Tifton,Row6,Rnge4,Rep1,A-5-1-4,Fam_41,FID_164,J317.A,Lowland,2472,,
1765,2022,Tifton,Row6,Rnge5,Rep1,A-5-2-1,Fam_42,FID_165,J499.A,Coastal,1626,,
1766,2022,Tifton,Row6,Rnge6,Rep1,A-5-2-6,Fam_42,FID_166,J499.A,Coastal,741,,
1767,2022,Tifton,Row6,Rnge7,Rep1,A-5-2-3,Fam_42,FID_167,J499.A,Coastal,3991,,
1768,2022,Tifton,Row6,Rnge8,Rep1,A-5-2-4,Fam_42,FID_168,J499.A,Coastal,156,,
1769,2022,Tifton,Row6,Rnge9,Rep1,A-5-3-1,Fam_43,FID_169,J009.C,Lowland,1604,,
1770,2022,Tifton,Row6,Rnge10,Rep1,A-5-3-2,Fam_43,FID_170,J009.C,Lowland,510,,
1771,2022,Tifton,Row6,Rnge11,Rep1,A-5-3-3,Fam_43,FID_171,J009.C,Lowland,1654,,
1772,2022,Tifton,Row6,Rnge12,Rep1,A-5-3-4,Fam_43,FID_172,J009.C,Lowland,1420,,
1773,2022,Tifton,Row6,Rnge13,Rep1,A-5-4-5,Fam_44,FID_173,J484.A,Lowland,1516,,
1774,2022,Tifton,Row6,Rnge14,Rep1,A-5-4-2,Fam_44,FID_174,J484.A,Lowland,195,,
1775,2022,Tifton,Row6,Rnge15,Rep1,A-5-4-3,Fam_44,FID_175,J484.A,Lowland,1386,,
1776,2022,Tifton,Row6,Rnge16,Rep1,A-5-4-4,Fam_44,FID_176,J484.A,Lowland,733,,
1777,2022,Tifton,Row6,Rnge17,Rep1,A-5-5-1,Fam_45,FID_177,J322.A,Lowland,3150,,
1778,2022,Tifton,Row6,Rnge18,Rep1,A-5-5-2,Fam_45,FID_178,J322.A,Lowland,634,,
1779,2022,Tifton,Row6,Rnge19,Rep1,A-5-5-3,Fam_45,FID_179,J322.A,Lowland,1164,,
1780,2022,Tifton,Row6,Rnge20,Rep1,A-5-5-4,Fam_45,FID_180,J322.A,Lowland,2129,,
1781,2022,Tifton,Row6,Rnge21,Rep1,A-5-6-1,Fam_46,FID_181,J322.A,Lowland,611,,
1782,2022,Tifton,Row6,Rnge22,Rep1,A-5-6-2,Fam_46,FID_182,J322.A,Lowland,1378,,
1783,2022,Tifton,Row6,Rnge23,Rep1,A-5-6-7,Fam_46,FID_183,J322.A,Lowland,823,,
1784,2022,Tifton,Row6,Rnge24,Rep1,A-5-6-4,Fam_46,FID_184,J322.A,Lowland,2275,,
1785,2022,Tifton,Row6,Rnge25,Rep1,A-5-7-1,Fam_47,FID_185,J003.E,Lowland,784,,
1786,2022,Tifton,Row6,Rnge26,Rep1,A-5-7-2,Fam_47,FID_186,J003.E,Lowland,1144,,
1787,2022,Tifton,Row6,Rnge27,Rep1,A-5-7-3,Fam_47,FID_187,J003.E,Lowland,1874,,
1788,2022,Tifton,Row6,Rnge28,Rep1,A-5-7-4,Fam_47,FID_188,J003.E,Lowland,1283,,
1789,2022,Tifton,Row6,Rnge29,Rep1,A-5-8-1,Fam_48,FID_189,J004.B,Lowland,1508,,
1790,2022,Tifton,Row6,Rnge30,Rep1,A-5-8-2,Fam_48,FID_190,J004.B,Lowland,2030,,
1791,2022,Tifton,Row6,Rnge31,Rep1,A-5-8-7,Fam_48,FID_191,J004.B,Lowland,395,,
1792,2022,Tifton,Row6,Rnge32,Rep1,A-5-8-4,Fam_48,FID_192,J004.B,Lowland,393,,
1793,2022,Tifton,Row7,Rnge1,Rep1,A-5-9-1,Fam_49,FID_193,J496.C,Lowland,2133,,
1794,2022,Tifton,Row7,Rnge2,Rep1,A-5-9-2,Fam_49,FID_194,J496.C,Lowland,1571,,
1795,2022,Tifton,Row7,Rnge3,Rep1,A-5-9-3,Fam_49,FID_195,J496.C,Lowland,1348,,
1796,2022,Tifton,Row7,Rnge4,Rep1,A-5-9-4,Fam_49,FID_196,J496.C,Lowland,3784,,
1797,2022,Tifton,Row7,Rnge5,Rep1,A-5-10-1,Fam_50,FID_197,B6,Coastal,126,,
1798,2022,Tifton,Row7,Rnge6,Rep1,A-5-10-2,Fam_50,FID_198,B6,Coastal,3149,,
1799,2022,Tifton,Row7,Rnge7,Rep1,A-5-10-3,Fam_50,FID_199,B6,Coastal,1149,,
1800,2022,Tifton,Row7,Rnge8,Rep1,A-5-10-4,Fam_50,FID_200,B6,Coastal,2363,,
1801,2022,Tifton,Row7,Rnge9,Rep1,A-6-1-1,Fam_51,FID_201,J484.A,Lowland,1172,,
1802,2022,Tifton,Row7,Rnge10,Rep1,A-6-1-2,Fam_51,FID_202,J484.A,Lowland,1903,,
1803,2022,Tifton,Row7,Rnge11,Rep1,A-6-1-3,Fam_51,FID_203,J484.A,Lowland,1076,,
1804,2022,Tifton,Row7,Rnge12,Rep1,A-6-1-4,Fam_51,FID_204,J484.A,Lowland,2151,,
1805,2022,Tifton,Row7,Rnge13,Rep1,A-6-2-1,Fam_52,FID_205,J230.A,Lowland,2187,,
1806,2022,Tifton,Row7,Rnge14,Rep1,A-6-2-2,Fam_52,FID_206,J230.A,Lowland,1486,,
1807,2022,Tifton,Row7,Rnge15,Rep1,A-6-2-3,Fam_52,FID_207,J230.A,Lowland,1793,,
1808,2022,Tifton,Row7,Rnge16,Rep1,A-6-2-4,Fam_52,FID_208,J230.A,Lowland,2120,,
1809,2022,Tifton,Row7,Rnge17,Rep1,A-6-3-1,Fam_53,FID_209,J247.A,Lowland,1823,,
1810,2022,Tifton,Row7,Rnge18,Rep1,A-6-3-2,Fam_53,FID_210,J247.A,Lowland,1280,,
1811,2022,Tifton,Row7,Rnge19,Rep1,A-6-3-3,Fam_53,FID_211,J247.A,Lowland,718,,
1812,2022,Tifton,Row7,Rnge20,Rep1,A-6-3-4,Fam_53,FID_212,J247.A,Lowland,2654,,
1813,2022,Tifton,Row7,Rnge21,Rep1,A-6-4-1,Fam_54,FID_213,J229.A,Lowland,1940,,
1814,2022,Tifton,Row7,Rnge22,Rep1,A-6-4-2,Fam_54,FID_214,J229.A,Lowland,218,,
1815,2022,Tifton,Row7,Rnge23,Rep1,A-6-4-3,Fam_54,FID_215,J229.A,Lowland,698,,
1816,2022,Tifton,Row7,Rnge24,Rep1,A-6-4-4,Fam_54,FID_216,J229.A,Lowland,1365,,
1817,2022,Tifton,Row7,Rnge25,Rep1,A-6-5-1,Fam_55,FID_217,J499.A,Coastal,1894,,
1818,2022,Tifton,Row7,Rnge26,Rep1,A-6-5-2,Fam_55,FID_218,J499.A,Coastal,2148,,
1819,2022,Tifton,Row7,Rnge27,Rep1,A-6-5-3,Fam_55,FID_219,J499.A,Coastal,2023,,
1820,2022,Tifton,Row7,Rnge28,Rep1,A-6-5-4,Fam_55,FID_220,J499.A,Coastal,660,,
1821,2022,Tifton,Row7,Rnge29,Rep1,A-6-6-1,Fam_56,FID_221,J215.A,Lowland,1626,,
1822,2022,Tifton,Row7,Rnge30,Rep1,A-6-6-2,Fam_56,FID_222,J215.A,Lowland,484,,
1823,2022,Tifton,Row7,Rnge31,Rep1,A-6-6-3,Fam_56,FID_223,J215.A,Lowland,2183,,
1824,2022,Tifton,Row7,Rnge32,Rep1,A-6-6-4,Fam_56,FID_224,J215.A,Lowland,985,,
1825,2022,Tifton,Row8,Rnge1,Rep1,A-6-7-1,Fam_57,FID_225,J249.C,Lowland,579,,
1826,2022,Tifton,Row8,Rnge2,Rep1,A-6-7-2,Fam_57,FID_226,J249.C,Lowland,1749,,
1827,2022,Tifton,Row8,Rnge3,Rep1,A-6-7-3,Fam_57,FID_227,J249.C,Lowland,491,,
1828,2022,Tifton,Row8,Rnge4,Rep1,A-6-7-4,Fam_57,FID_228,J249.C,Lowland,1373,,
1829,2022,Tifton,Row8,Rnge5,Rep1,A-6-8-1,Fam_58,FID_229,Rambo4,Unknown,385,,
1830,2022,Tifton,Row8,Rnge6,Rep1,A-6-8-2,Fam_58,FID_230,Rambo4,Unknown,1467,,
1831,2022,Tifton,Row8,Rnge7,Rep1,A-6-8-3,Fam_58,FID_231,Rambo4,Unknown,948,,
1832,2022,Tifton,Row8,Rnge8,Rep1,A-6-8-4,Fam_58,FID_232,Rambo4,Unknown,1042,,
1833,2022,Tifton,Row8,Rnge9,Rep1,A-6-9-1,Fam_59,FID_233,J317.A,Lowland,723,,
1834,2022,Tifton,Row8,Rnge10,Rep1,A-6-9-2,Fam_59,FID_234,J317.A,Lowland,1352,,
1835,2022,Tifton,Row8,Rnge11,Rep1,A-6-9-3,Fam_59,FID_235,J317.A,Lowland,2329,,
1836,2022,Tifton,Row8,Rnge12,Rep1,A-6-9-4,Fam_59,FID_236,J317.A,Lowland,923,,
1837,2022,Tifton,Row8,Rnge13,Rep1,A-6-10-1,Fam_60,FID_237,J514.A,Lowland,1137,,
1838,2022,Tifton,Row8,Rnge14,Rep1,A-6-10-2,Fam_60,FID_238,J514.A,Lowland,1166,,
1839,2022,Tifton,Row8,Rnge15,Rep1,A-6-10-3,Fam_60,FID_239,J514.A,Lowland,1361,,
1840,2022,Tifton,Row8,Rnge16,Rep1,A-6-10-4,Fam_60,FID_240,J514.A,Lowland,1247,,
1841,2022,Tifton,Row8,Rnge17,Rep1,C-4-6-1,Fam_61,FID_241,J004.B,Lowland,1714,,
1842,2022,Tifton,Row8,Rnge18,Rep1,C-4-6-2,Fam_61,FID_242,J004.B,Lowland,277,,
1843,2022,Tifton,Row8,Rnge19,Rep1,C-4-6-3,Fam_61,FID_243,J004.B,Lowland,1941,,
1844,2022,Tifton,Row8,Rnge20,Rep1,C-4-6-4,Fam_61,FID_244,J004.B,Lowland,2667,,
1845,2022,Tifton,Row8,Rnge21,Rep1,A-7-2-1,Fam_62,FID_245,J004.B,Lowland,1161,,
1846,2022,Tifton,Row8,Rnge22,Rep1,A-7-2-2,Fam_62,FID_246,J004.B,Lowland,2017,,
1847,2022,Tifton,Row8,Rnge23,Rep1,A-7-2-3,Fam_62,FID_247,J004.B,Lowland,270,,
1848,2022,Tifton,Row8,Rnge24,Rep1,A-7-2-4,Fam_62,FID_248,J004.B,Lowland,1831,,
1849,2022,Tifton,Row8,Rnge25,Rep1,A-7-3-1,Fam_63,FID_249,J249.C,Lowland,1703,,
1850,2022,Tifton,Row8,Rnge26,Rep1,A-7-3-2,Fam_63,FID_250,J249.C,Lowland,1747,,
1851,2022,Tifton,Row8,Rnge27,Rep1,A-7-3-3,Fam_63,FID_251,J249.C,Lowland,1738,,
1852,2022,Tifton,Row8,Rnge28,Rep1,A-7-3-4,Fam_63,FID_252,J249.C,Lowland,1157,,
1853,2022,Tifton,Row8,Rnge29,Rep1,A-7-4-1,Fam_64,FID_253,J323.A,Lowland,1356,,
1854,2022,Tifton,Row8,Rnge30,Rep1,A-7-4-2,Fam_64,FID_254,J323.A,Lowland,1249,,
1855,2022,Tifton,Row8,Rnge31,Rep1,A-7-4-3,Fam_64,FID_255,J323.A,Lowland,1288,,
1856,2022,Tifton,Row8,Rnge32,Rep1,A-7-4-4,Fam_64,FID_256,J323.A,Lowland,2204,,
1857,2022,Tifton,Row9,Rnge1,Rep1,A-7-5-1,Fam_65,FID_257,J496.C,Lowland,2956,,
1858,2022,Tifton,Row9,Rnge2,Rep1,A-7-5-2,Fam_65,FID_258,J496.C,Lowland,2381,,
1859,2022,Tifton,Row9,Rnge3,Rep1,A-7-5-3,Fam_65,FID_259,J496.C,Lowland,2195,,
1860,2022,Tifton,Row9,Rnge4,Rep1,A-7-5-4,Fam_65,FID_260,J496.C,Lowland,2986,,
1861,2022,Tifton,Row9,Rnge5,Rep1,C-7-2-1,Fam_66,FID_261,497.C,Unknown,1391,,
1862,2022,Tifton,Row9,Rnge6,Rep1,C-7-2-2,Fam_66,FID_262,497.C,Unknown,1678,,
1863,2022,Tifton,Row9,Rnge7,Rep1,C-7-2-3,Fam_66,FID_263,497.C,Unknown,1287,,
1864,2022,Tifton,Row9,Rnge8,Rep1,C-7-2-4,Fam_66,FID_264,497.C,Unknown,1612,,
1865,2022,Tifton,Row9,Rnge9,Rep1,A-7-7-1,Fam_67,FID_265,J320.A,Lowland,3219,,
1866,2022,Tifton,Row9,Rnge10,Rep1,A-7-7-2,Fam_67,FID_266,J320.A,Lowland,2020,,
1867,2022,Tifton,Row9,Rnge11,Rep1,A-7-7-3,Fam_67,FID_267,J320.A,Lowland,714,,
1868,2022,Tifton,Row9,Rnge12,Rep1,A-7-7-4,Fam_67,FID_268,J320.A,Lowland,1800,,
1869,2022,Tifton,Row9,Rnge13,Rep1,A-7-8-1,Fam_68,FID_269,J484.A,Lowland,1426,,
1870,2022,Tifton,Row9,Rnge14,Rep1,A-7-8-2,Fam_68,FID_270,J484.A,Lowland,900,,
1871,2022,Tifton,Row9,Rnge15,Rep1,A-7-8-3,Fam_68,FID_271,J484.A,Lowland,467,,
1872,2022,Tifton,Row9,Rnge16,Rep1,A-7-8-4,Fam_68,FID_272,J484.A,Lowland,476,,
1873,2022,Tifton,Row9,Rnge17,Rep1,A-7-9-1,Fam_69,FID_273,J322.A,Lowland,1473,,
1874,2022,Tifton,Row9,Rnge18,Rep1,A-7-9-2,Fam_69,FID_274,J322.A,Lowland,846,,
1875,2022,Tifton,Row9,Rnge19,Rep1,A-7-9-3,Fam_69,FID_275,J322.A,Lowland,1622,,
1876,2022,Tifton,Row9,Rnge20,Rep1,A-7-9-4,Fam_69,FID_276,J322.A,Lowland,689,,
1877,2022,Tifton,Row9,Rnge21,Rep1,A-7-10-1,Fam_70,FID_277,J499.A,Coastal,2279,,
1878,2022,Tifton,Row9,Rnge22,Rep1,A-7-10-2,Fam_70,FID_278,J499.A,Coastal,1616,,
1879,2022,Tifton,Row9,Rnge23,Rep1,A-7-10-3,Fam_70,FID_279,J499.A,Coastal,2081,,
1880,2022,Tifton,Row9,Rnge24,Rep1,A-7-10-4,Fam_70,FID_280,J499.A,Coastal,2373,,
1881,2022,Tifton,Row9,Rnge25,Rep1,A-8-1-1,Fam_71,FID_281,TCL-7,Unknown,2032,,
1882,2022,Tifton,Row9,Rnge26,Rep1,A-8-1-2,Fam_71,FID_282,TCL-7,Unknown,761,,
1883,2022,Tifton,Row9,Rnge27,Rep1,A-8-1-3,Fam_71,FID_283,TCL-7,Unknown,1656,,
1884,2022,Tifton,Row9,Rnge28,Rep1,A-8-1-4,Fam_71,FID_284,TCL-7,Unknown,969,,
1885,2022,Tifton,Row9,Rnge29,Rep1,A-8-2-1,Fam_72,FID_285,J322.A,Lowland,895,,
1886,2022,Tifton,Row9,Rnge30,Rep1,A-8-2-2,Fam_72,FID_286,J322.A,Lowland,1879,,
1887,2022,Tifton,Row9,Rnge31,Rep1,A-8-2-3,Fam_72,FID_287,J322.A,Lowland,894,,
1888,2022,Tifton,Row9,Rnge32,Rep1,A-8-2-4,Fam_72,FID_288,J322.A,Lowland,1350,,
1889,2022,Tifton,Row10,Rnge1,Rep1,A-8-3-1,Fam_73,FID_289,J594.A,Lowland,1520,,
1890,2022,Tifton,Row10,Rnge2,Rep1,A-8-3-2,Fam_73,FID_290,J594.A,Lowland,825,,
1891,2022,Tifton,Row10,Rnge3,Rep1,A-8-3-3,Fam_73,FID_291,J594.A,Lowland,1313,,
1892,2022,Tifton,Row10,Rnge4,Rep1,A-8-3-4,Fam_73,FID_292,J594.A,Lowland,1533,,
1893,2022,Tifton,Row10,Rnge5,Rep1,A-8-4-1,Fam_74,FID_293,J215.A,Lowland,1361,,
1894,2022,Tifton,Row10,Rnge6,Rep1,A-8-4-2,Fam_74,FID_294,J215.A,Lowland,1771,,
1895,2022,Tifton,Row10,Rnge7,Rep1,A-8-4-3,Fam_74,FID_295,J215.A,Lowland,1813,,
1896,2022,Tifton,Row10,Rnge8,Rep1,A-8-4-4,Fam_74,FID_296,J215.A,Lowland,1489,,
1897,2022,Tifton,Row10,Rnge9,Rep1,A-8-5-1,Fam_75,FID_297,J003.E,Lowland,1145,,
1898,2022,Tifton,Row10,Rnge10,Rep1,A-8-5-2,Fam_75,FID_298,J003.E,Lowland,700,,
1899,2022,Tifton,Row10,Rnge11,Rep1,A-8-5-3,Fam_75,FID_299,J003.E,Lowland,530,,
1900,2022,Tifton,Row10,Rnge12,Rep1,A-8-5-4,Fam_75,FID_300,J003.E,Lowland,1532,,
1901,2022,Tifton,Row10,Rnge13,Rep1,A-8-6-1,Fam_76,FID_301,J498.B,Coastal,2459,,
1902,2022,Tifton,Row10,Rnge14,Rep1,A-8-6-2,Fam_76,FID_302,J498.B,Coastal,1248,,
1903,2022,Tifton,Row10,Rnge15,Rep1,A-8-6-3,Fam_76,FID_303,J498.B,Coastal,1632,,
1904,2022,Tifton,Row10,Rnge16,Rep1,A-8-6-4,Fam_76,FID_304,J498.B,Coastal,2666,,
1905,2022,Tifton,Row10,Rnge17,Rep1,A-8-7-1,Fam_77,FID_305,J323.A,Lowland,2236,,
1906,2022,Tifton,Row10,Rnge18,Rep1,A-8-7-2,Fam_77,FID_306,J323.A,Lowland,2947,,
1907,2022,Tifton,Row10,Rnge19,Rep1,A-8-7-3,Fam_77,FID_307,J323.A,Lowland,1917,,
1908,2022,Tifton,Row10,Rnge20,Rep1,A-8-7-4,Fam_77,FID_308,J323.A,Lowland,1545,,
1909,2022,Tifton,Row10,Rnge21,Rep1,A-8-8-1,Fam_78,FID_309,J229.A,Lowland,699,,
1910,2022,Tifton,Row10,Rnge22,Rep1,A-8-8-2,Fam_78,FID_310,J229.A,Lowland,2623,,
1911,2022,Tifton,Row10,Rnge23,Rep1,A-8-8-3,Fam_78,FID_311,J229.A,Lowland,688,,
1912,2022,Tifton,Row10,Rnge24,Rep1,A-8-8-4,Fam_78,FID_312,J229.A,Lowland,1339,,
1913,2022,Tifton,Row10,Rnge25,Rep1,A-8-9-1,Fam_79,FID_313,B6,Coastal,2056,,
1914,2022,Tifton,Row10,Rnge26,Rep1,A-8-9-2,Fam_79,FID_314,B6,Coastal,1627,,
1915,2022,Tifton,Row10,Rnge27,Rep1,A-8-9-3,Fam_79,FID_315,B6,Coastal,1701,,
1916,2022,Tifton,Row10,Rnge28,Rep1,A-8-9-4,Fam_79,FID_316,B6,Coastal,2092,,
1917,2022,Tifton,Row10,Rnge29,Rep1,A-8-10-1,Fam_80,FID_317,J496.C,Lowland,3903,,
1918,2022,Tifton,Row10,Rnge30,Rep1,A-8-10-2,Fam_80,FID_318,J496.C,Lowland,1922,,
1919,2022,Tifton,Row10,Rnge31,Rep1,A-8-10-3,Fam_80,FID_319,J496.C,Lowland,2410,,
1920,2022,Tifton,Row10,Rnge32,Rep1,A-8-10-4,Fam_80,FID_320,J496.C,Lowland,2755,,
1921,2022,Tifton,Row11,Rnge1,Rep1,A-9-1-1,Fam_81,FID_321,J272.A,Lowland,1679,,
1922,2022,Tifton,Row11,Rnge2,Rep1,A-9-1-2,Fam_81,FID_322,J272.A,Lowland,1186,,
1923,2022,Tifton,Row11,Rnge3,Rep1,A-9-1-3,Fam_81,FID_323,J272.A,Lowland,1407,,
1924,2022,Tifton,Row11,Rnge4,Rep1,A-9-1-4,Fam_81,FID_324,J272.A,Lowland,872,,
1925,2022,Tifton,Row11,Rnge5,Rep1,C-9-2-1,Fam_82,FID_325,211.A,Lowland,3635,,
1926,2022,Tifton,Row11,Rnge6,Rep1,C-9-2-2,Fam_82,FID_326,211.A,Lowland,1910,,
1927,2022,Tifton,Row11,Rnge7,Rep1,C-9-2-3,Fam_82,FID_327,211.A,Lowland,2226,,
1928,2022,Tifton,Row11,Rnge8,Rep1,C-9-2-4,Fam_82,FID_328,211.A,Lowland,692,,
1929,2022,Tifton,Row11,Rnge9,Rep1,A-9-3-1,Fam_83,FID_329,J308.A,Lowland,794,,
1930,2022,Tifton,Row11,Rnge10,Rep1,A-9-3-2,Fam_83,FID_330,J308.A,Lowland,676,,
1931,2022,Tifton,Row11,Rnge11,Rep1,A-9-3-3,Fam_83,FID_331,J308.A,Lowland,690,,
1932,2022,Tifton,Row11,Rnge12,Rep1,A-9-3-4,Fam_83,FID_332,J308.A,Lowland,1393,,
1933,2022,Tifton,Row11,Rnge13,Rep1,A-9-4-1,Fam_84,FID_333,J514.A,Lowland,1689,,
1934,2022,Tifton,Row11,Rnge14,Rep1,A-9-4-2,Fam_84,FID_334,J514.A,Lowland,1153,,
1935,2022,Tifton,Row11,Rnge15,Rep1,A-9-4-3,Fam_84,FID_335,J514.A,Lowland,2103,,
1936,2022,Tifton,Row11,Rnge16,Rep1,A-9-4-4,Fam_84,FID_336,J514.A,Lowland,1689,,
1937,2022,Tifton,Row11,Rnge17,Rep1,A-9-5-1,Fam_85,FID_337,J009.C,Lowland,95,,
1938,2022,Tifton,Row11,Rnge18,Rep1,A-9-5-2,Fam_85,FID_338,J009.C,Lowland,1259,,
1939,2022,Tifton,Row11,Rnge19,Rep1,A-9-5-3,Fam_85,FID_339,J009.C,Lowland,918,,
1940,2022,Tifton,Row11,Rnge20,Rep1,A-9-5-4,Fam_85,FID_340,J009.C,Lowland,1173,,
1941,2022,Tifton,Row11,Rnge21,Rep1,A-9-6-1,Fam_86,FID_341,J247.A,Lowland,1144,,
1942,2022,Tifton,Row11,Rnge22,Rep1,A-9-6-2,Fam_86,FID_342,J247.A,Lowland,1363,,
1943,2022,Tifton,Row11,Rnge23,Rep1,A-9-6-3,Fam_86,FID_343,J247.A,Lowland,1373,,
1944,2022,Tifton,Row11,Rnge24,Rep1,A-9-6-4,Fam_86,FID_344,J247.A,Lowland,2650,,
1945,2022,Tifton,Row11,Rnge25,Rep1,A-9-7-1,Fam_87,FID_345,J308.A,Lowland,2586,,
1946,2022,Tifton,Row11,Rnge26,Rep1,A-9-7-2,Fam_87,FID_346,J308.A,Lowland,303,,
1947,2022,Tifton,Row11,Rnge27,Rep1,A-9-7-3,Fam_87,FID_347,J308.A,Lowland,462,,
1948,2022,Tifton,Row11,Rnge28,Rep1,A-9-7-4,Fam_87,FID_348,J308.A,Lowland,1113,,
1949,2022,Tifton,Row11,Rnge29,Rep1,A-9-8-1,Fam_88,FID_349,TCL-7,Unknown,1624,,
1950,2022,Tifton,Row11,Rnge30,Rep1,A-9-8-2,Fam_88,FID_350,TCL-7,Unknown,431,,
1951,2022,Tifton,Row11,Rnge31,Rep1,A-9-8-3,Fam_88,FID_351,TCL-7,Unknown,2491,,
1952,2022,Tifton,Row11,Rnge32,Rep1,A-9-8-4,Fam_88,FID_352,TCL-7,Unknown,776,,
1953,2022,Tifton,Row12,Rnge1,Rep1,A-9-9-1,Fam_89,FID_353,J594.A,Lowland,1266,,
1954,2022,Tifton,Row12,Rnge2,Rep1,A-9-9-2,Fam_89,FID_354,J594.A,Lowland,1197,,
1955,2022,Tifton,Row12,Rnge3,Rep1,A-9-9-3,Fam_89,FID_355,J594.A,Lowland,946,,
1956,2022,Tifton,Row12,Rnge4,Rep1,A-9-9-4,Fam_89,FID_356,J594.A,Lowland,1207,,
1957,2022,Tifton,Row12,Rnge5,Rep1,A-9-10-1,Fam_90,FID_357,J003.E,Lowland,1531,,
1958,2022,Tifton,Row12,Rnge6,Rep1,A-9-10-2,Fam_90,FID_358,J003.E,Lowland,608,,
1959,2022,Tifton,Row12,Rnge7,Rep1,A-9-10-3,Fam_90,FID_359,J003.E,Lowland,1199,,
1960,2022,Tifton,Row12,Rnge8,Rep1,A-9-10-4,Fam_90,FID_360,J003.E,Lowland,1487,,
1961,2022,Tifton,Row12,Rnge9,Rep1,A-10-1-1,Fam_91,FID_361,J317.A,Lowland,1185,,
1962,2022,Tifton,Row12,Rnge10,Rep1,A-10-1-2,Fam_91,FID_362,J317.A,Lowland,744,,
1963,2022,Tifton,Row12,Rnge11,Rep1,A-10-1-3,Fam_91,FID_363,J317.A,Lowland,1568,,
1964,2022,Tifton,Row12,Rnge12,Rep1,A-10-1-4,Fam_91,FID_364,J317.A,Lowland,1213,,
1965,2022,Tifton,Row12,Rnge13,Rep1,A-10-2-1,Fam_92,FID_365,J498.B,Coastal,1394,,
1966,2022,Tifton,Row12,Rnge14,Rep1,A-10-2-2,Fam_92,FID_366,J498.B,Coastal,1548,,
1967,2022,Tifton,Row12,Rnge15,Rep1,A-10-2-3,Fam_92,FID_367,J498.B,Coastal,1435,,
1968,2022,Tifton,Row12,Rnge16,Rep1,A-10-2-4,Fam_92,FID_368,J498.B,Coastal,1466,,
